Brand,Model,Type,What Makes It Good,My Experience,Main Features,My Rating,About Brand,Best For,Image URL,Affiliate Link,Features,Our Review,Pros,Cons,Demo
Electro Harmonix,Nano Overlord Overdrive,Overdrive,"A compact overdrive pedal that excels at stacking with other pedals, adding grit and sustain to any setup.","I used it for bluesy leads, and the tone blended perfectly with my amp’s natural breakup.","Gain, Bass, Mid, and Treble controls; compact design.",9.5/10,"Electro Harmonix delivers stackable, versatile overdrives for players who love to experiment.","Compact Use, Blues, Rock",https://www.thomann.de/prodbilder/476022.jpg,https://www.thomann.de/de/electro_harmonix_nano_overlord_overdrive.htm,,,,,
Electro Harmonix,Ram's Head Big Muff Fuzz,Fuzz,A recreation of the legendary 1973 Big Muff with a smoother tone and more focused midrange.,"I used it for prog rock leads, and the smooth sustain made every note sing.","Sustain, Tone, and Volume controls; compact design.",10/10,Electro Harmonix honors its heritage by reissuing pedals that shaped generations of music.,"Shoegaze, Psychedelic Rock, Alternative",https://www.thomann.de/prodbilder/476416.jpg,https://www.thomann.de/de/electro_harmonix_rams_head_big_muff_fuzz.htm,,,,,
Electro Harmonix,Nano Metal Muff Distortion,Distortion,"A high-gain distortion pedal designed specifically for modern metal tones with tight, focused aggression.","I used it for palm-muted riffs, and the tight low end kept everything precise and heavy.","Top Boost, Bass, Mid, and Treble controls; compact design.",9.5/10,Electro Harmonix crafts pedals tailored for the demanding tones of metal players.,"Metal, Hardcore, Thrash Metal",https://www.thomann.de/prodbilder/510339.jpg,https://www.thomann.de/de/electro_harmonix_nano_metal_muff_distortion.htm,,,,,
Electro Harmonix,Ripped Speaker Fuzz,Fuzz,"Emulates the gritty sound of a torn speaker cone, perfect for vintage-inspired fuzz tones.","I used it for lo-fi tracks, and the raw, gnarly tone gave my sound an edgy vibe.","Tone, Volume, and Fuzz controls; compact design.",9/10,Electro Harmonix provides creative fuzz pedals for players seeking unique tonal textures.,"Vintage Rock, Lo-Fi, Experimental",https://www.thomann.de/prodbilder/513844.jpg,https://www.thomann.de/de/electro_harmonix_ripped_speaker_fuzz.htm,,,,,
Electro Harmonix,Hell Melter Distortion,Distortion,A high-gain distortion pedal with multiple EQ options and a noise gate for crushing metal tones.,"I used it for extreme metal riffs, and the noise gate kept the tone tight and aggressive.","Noise gate, 3-band EQ, and compact design.",10/10,Electro Harmonix delivers cutting-edge distortion pedals for heavy players.,"Metal, Hard Rock, Industrial",https://www.thomann.de/prodbilder/562768.jpg,https://www.thomann.de/de/electro_harmonix_hell_melter_distortion.htm,,,,,
Electro Harmonix,Satisfaction Plus Fuzz,Fuzz,"A modernized version of the Satisfaction Fuzz, offering more control for dialing in unique fuzz tones.","I used it for retro rock tones, and the added controls made it versatile for multiple styles.","Tone, Attack, and Volume controls; compact design.",9/10,Electro Harmonix blends retro charm with modern flexibility in their fuzz pedals.,"Psychedelic Rock, Garage Rock",https://www.thomann.de/prodbilder/566272.jpg,https://www.thomann.de/de/electro_harmonix_satisfaction_plus_fuzz.htm,,,,,
Electro Harmonix,Pico Triboro Bridge Drive,Overdrive,"A compact overdrive pedal with smooth breakup and dynamic response, perfect for blues and classic rock.","I used it for rhythm guitar, and the dynamic breakup responded beautifully to my playing.","Gain, Tone, and Volume controls; compact size.",9/10,Electro Harmonix provides quality overdrive tones in their ultra-compact Pico series.,"Compact Use, Blues, Rock",https://www.thomann.de/prodbilder/576532.jpg,https://www.thomann.de/de/electro_harmonix_pico_triboro_bridge_drive.htm,,,,,
Electro Harmonix,Spruce Goose Overdrive,Overdrive,"A boutique-style overdrive offering warm, creamy tones with a natural feel and wide dynamic range.","I used it for lead lines, and the organic response added richness to my playing.","Volume, Gain, and Tone controls; compact size.",9.5/10,Electro Harmonix continues to deliver boutique-quality effects at accessible prices.,"Blues, Classic Rock, Jazz",https://www.thomann.de/prodbilder/578011.jpg,https://www.thomann.de/de/electro_harmonix_spruce_goose_overdrive.htm,,,,,
Electro Harmonix,Expression Pedal,Controller,A versatile expression pedal that works with most effects pedals to control parameters in real-time.,"I used it with my delay pedal, and it made adjusting feedback levels during solos incredibly intuitive.","Adjustable range, rugged design, and TRS output.",9/10,Electro Harmonix enhances the functionality of effects pedals with their intuitive controllers.,"All Genres, Versatile Use",https://www.thomann.de/prodbilder/418448.jpg,https://www.thomann.de/de/electro_harmonix_expression_pedal.htm,,,,,
Electro Harmonix,Wailer Wah,Wah,A lightweight wah pedal that delivers classic tones with smooth sweep and expressive control.,"I used it for funk grooves, and the responsive sweep made it easy to dial in expressive tones.","Adjustable sweep, durable design, and lightweight build.",9/10,Electro Harmonix offers reliable wah pedals for players seeking classic tones with modern build quality.,"Blues, Funk, Rock",https://www.thomann.de/prodbilder/398683.jpg,https://www.thomann.de/de/electro_harmonix_wailer_wah.htm,,,,,
Electro Harmonix,Q-Tron Plus,Envelope Filter,An advanced envelope filter offering funky auto-wah effects with added effects loop for more versatility.,"I used it for slap bass, and the dynamic response made every note pop in the mix.","Effects loop, dynamic response, and compact design.",9.5/10,Electro Harmonix continues to innovate with envelope filters that suit every player's needs.,"Funk, Psychedelic Rock, Experimental",https://www.thomann.de/prodbilder/143705.jpg,https://www.thomann.de/de/electro_harmonix_qtron_plus.htm,,,,,
Electro Harmonix,Micro Q-Tron,Envelope Filter,"A smaller version of the Q-Tron, delivering funky envelope filtering in a pedalboard-friendly size.","I used it for funk chords, and the responsive filter added sharp, rhythmic accents to my tone.","Dynamic filter, compact design, and simple controls.",9/10,"Electro Harmonix ensures classic tones fit into modern, space-conscious rigs.","Compact Use, Funk, Experimental",https://www.thomann.de/prodbilder/198179.jpg,https://www.thomann.de/de/electro_harmonix_micro_qtron.htm,,,,,
Fender,Hammertone Chorus,Chorus,"Delivers lush, shimmering chorus tones with simple controls, perfect for adding depth to your sound.","I used it for clean strumming, and the subtle shimmer added warmth and richness to my tone.","Rate, Depth, and Level controls; compact design.",9/10,Fender offers a growing lineup of pedals designed to complement their iconic instruments and amps.,"Indie, Pop, Alternative",https://www.thomann.de/prodbilder/536546.jpg,https://www.thomann.de/de/fender_hammertone_chorus.htm,,,,,
Fender,Waylon Jennings Phaser,Phaser,"Inspired by Waylon Jennings' signature tones, offering warm, vintage-style phasing for classic country sounds.","I used it for rhythm parts, and the smooth modulation added a subtle, swirling texture to my sound.",Speed and Depth controls; vintage-inspired design.,9/10,Fender pays homage to iconic players with pedals tailored for their signature sounds.,"Psychedelic Rock, Vintage Rock",https://www.thomann.de/prodbilder/574734.jpg,https://www.thomann.de/de/fender_waylon_jennings_phaser.htm,,,,,
Fender,Bassman Delay,Delay,"Combines warm, vintage-inspired delay with bass-friendly low-end response for a perfect blend of tone and clarity.","I used it for bass solos, and the rich, warm repeats complemented my tone beautifully.","Delay time, Feedback, and Mix controls; bass-optimized circuitry.",9.5/10,Fender ensures their pedals cater to bassists without compromising tone.,"Bass Guitar, Ambient, Experimental",https://www.thomann.de/prodbilder/594537.jpg,https://www.thomann.de/de/fender_bassman_delay.htm,,,,,
Fender,Bassman Compressor,Compressor,A bass-specific compressor that tightens dynamics while retaining low-end power and clarity.,"I used it for slap bass, and the punchy compression added consistency without losing feel.","Compression, Output, and Blend controls; compact design.",9/10,Fender creates bass-friendly pedals with intuitive controls and great tone.,"Bass Guitar, Studio Use, Jazz",https://www.thomann.de/prodbilder/594551.jpg,https://www.thomann.de/de/fender_bassman_compressor.htm,,,,,
Fender,Engine Room LVL12 Power Supply,Power Supply,"A professional-grade power supply with 12 isolated outputs, perfect for powering complex pedalboards.","I used it for a large rig, and the clean power eliminated all noise and hum issues.","12 isolated outputs, variable voltage, and rugged build.",10/10,Fender delivers high-quality power solutions for serious players with demanding setups.,"All Genres, Pedalboard Utility",https://www.thomann.de/prodbilder/512243.jpg,https://www.thomann.de/de/fender_engine_room_lvl12_power_supply.htm,,,,,
Fender,Engine Room LVL8 Power Supply,Power Supply,"Offers 8 isolated outputs with multiple voltage options, ideal for medium-sized pedalboards.","I used it for a touring setup, and the compact size made it easy to integrate without sacrificing power.","8 isolated outputs, variable voltage, and compact design.",9.5/10,Fender ensures reliable power with flexibility and durability in their Engine Room series.,"All Genres, Compact Utility",https://www.thomann.de/prodbilder/512252.jpg,https://www.thomann.de/de/fender_engine_room_lvl8_power_supply.htm,,,,,
Fender,Bassman Reverb,Reverb,A bass-optimized reverb pedal that adds depth and ambiance without muddying the low end.,"I used it for ambient bass lines, and the rich trails added a cinematic quality to my tone.","Reverb, Dwell, and Mix controls; bass-optimized design.",9.5/10,Fender tailors classic effects to suit the needs of bassists with clarity and precision.,"Bass Guitar, Ambient, Cinematic",https://www.thomann.de/prodbilder/594548.jpg,https://www.thomann.de/de/fender_bassman_reverb.htm,,,,,
Fender,Marine Layer Player Pedal,Reverb,"Combines multiple reverb types, including Hall, Room, and Shimmer, in a user-friendly design.","I used it for clean chords, and the Shimmer mode created a beautiful, ethereal ambiance.","Multiple reverb modes, compact design, and intuitive controls.",9.5/10,Fender delivers versatile reverb tones that complement their iconic guitar and amp lineup.,"Shoegaze, Ambient, Worship",https://www.thomann.de/prodbilder/430598.jpg,https://www.thomann.de/de/fender_marine_layer_player_pedal.htm,,,,,
Fender,Hammertone Reverb,Reverb,A compact reverb pedal offering classic and modern reverb tones for players of all genres.,"I used it for surf rock, and the Spring mode nailed the vintage vibe.","Spring, Hall, and Plate modes; compact design.",9/10,Fender ensures accessibility to high-quality effects in their Hammertone series.,"Indie, Pop, Ambient",https://www.thomann.de/prodbilder/536554.jpg,https://www.thomann.de/de/fender_hammertone_reverb.htm,,,,,
Fender,Smolder Acoustic OD,Overdrive,"Tailored for acoustic players, this overdrive adds warmth and grit without compromising your natural tone.","I used it with an acoustic-electric, and it gave my rhythm parts a rich, tube-like warmth.","Drive, EQ, and Body controls; optimized for acoustic instruments.",9.5/10,Fender creates effects that expand the tonal possibilities for acoustic players.,"Acoustic, Folk, Blues",https://www.thomann.de/prodbilder/468650.jpg,https://www.thomann.de/de/fender_smolder_acoustic_od.htm,,,,,
Fender,Switchboard Effects Operator,Switcher,A compact switching system for managing multiple effects loops or amp channels seamlessly.,"I used it to toggle between effects chains, and it simplified my setup during live gigs.","Multiple loops, LED indicators, and compact design.",9/10,Fender offers practical tools for musicians who need flexible signal management.,"All Genres, Studio Use",https://www.thomann.de/prodbilder/584520.jpg,https://www.thomann.de/de/fender_switchboard_effects_operator.htm,,,,,
Fender,Downtown Express Bass Station,Multi-Effects,"Combines a bass preamp, compressor, and EQ into one versatile pedal with DI output.","I used it as my main bass rig, and it handled everything from live gigs to studio sessions.","3-band EQ, DI output, and compressor.",10/10,Fender delivers all-in-one solutions for bass players who value simplicity and tone.,"Bass Guitar, Funk, Jazz",https://www.thomann.de/prodbilder/456758.jpg,https://www.thomann.de/de/fender_dowtown_express_bass_station.htm,,,,,
Fender,ABY Footswitch,Switcher,"A simple A/B/Y switcher that lets you toggle or combine signal paths, perfect for amps or effects chains.","I used it to run two amps, and the switching was noise-free and seamless.","A/B/Y switching, rugged design, and LED indicators.",9/10,"Fender provides reliable, straightforward solutions for signal management.","All Genres, Utility",https://www.thomann.de/prodbilder/331874.jpg,https://www.thomann.de/de/fender_aby_footswitch.htm,,,,,
Fender,Bassman Fuzz,Fuzz,"A fuzz pedal designed for bass, delivering thick, gritty tones with enhanced low-end clarity.","I used it for heavy bass riffs, and the fuzz added growl without losing definition in the mix.","Blend, Tone, and Fuzz controls; bass-optimized design.",9.5/10,Fender ensures their bass pedals enhance tone while retaining low-end power.,"Bass Guitar, Stoner Rock, Metal",https://www.thomann.de/prodbilder/594526.jpg,https://www.thomann.de/de/fender_bassman_fuzz.htm,,,,,
